"ID","Site","y","x.2","Obs","Geno","genoSuspect","GLS","Stg","STG2","H","W","FLN","FRN","INH","LFN","DLN","AvgPCD","type","TCO","date","notes"
"p704","AR_T2.Q1","6.5","11","KM",NA,"",NA,"","R",6,9,0,0,0,5,0,0,"",NA,"7/9/24","nail to N"
"p705","AR_T2.Q1","7.5","13","KM",NA,"",NA,"","R",16,19,0,0,0,23,0,0,"",NA,"7/9/24","p705-p706 share nail to N"
"p706","AR_T2.Q1","8","12.5","KM",NA,"",NA,"","R",9,6,0,0,0,4,0,0,"",NA,"7/9/24","p705-p706 share nail to N"
"p707","AR_T2.Q1","31","5","MS",NA,"",NA,"","R",10,5,0,0,0,9,0,0,"",NA,"7/9/24","p707-p708 share nail to W"
"p708","AR_T2.Q1","31.5","6","MS",NA,"",NA,"","R",3,4,0,0,0,4,0,0,"",NA,"7/9/24","p707-p708 share nail to W"
"p709","AR_T2.Q1","34","5.5","MS",NA,"",NA,"","R",8,7,0,0,0,6,0,0,"",NA,"7/9/24",""
"p710","AR_T2.Q1","32","8.2","MS",NA,"",NA,"","R",5,4,0,0,0,9,0,0,"",NA,"7/9/24","p710-p711 shared nail to W"
"p711","AR_T2.Q1","32","8.6","MS",NA,"",NA,"","R",2,4,0,0,0,4,0,0,"",NA,"7/9/24","p710-p711 shared nail to W"
"p712","AR_T2.Q1","6","8","KM",NA,"",NA,"","R",2,3,0,0,0,3,0,0,"",NA,"7/9/24","p712-p713 one nail in between"
"p713","AR_T2.Q1","7.5","7.8","KM",NA,"",NA,"","R",2,3,0,0,0,4,0,0,"",NA,"7/9/24","p712-p713 one nail in between"
"p714","AR_T2.Q1","8.5","6.5","KM",NA,"",NA,"","R",4,9,0,0,0,5,0,0,"",NA,"7/9/24","p714-p717 one nail in middle"
"p715","AR_T2.Q1","9","8.3","KM",NA,"",NA,"","R",3,3,0,0,0,4,0,0,"",NA,"7/9/24","p714-p717 one nail in middle"
"p716","AR_T2.Q1","9.5","6.7","KM",NA,"",NA,"","R",5,4,0,0,0,4,0,0,"",NA,"7/9/24","p714-p717 one nail in middle"
"p717","AR_T2.Q1","10.5","6","KM",NA,"",NA,"","R",4,4,0,0,0,6,0,0,"",NA,"7/9/24","p714-p717 one nail in middle"
"p718","AR_T2.Q1","34.5","11","MS",NA,"",NA,"","R",2,5,0,0,0,5,0,0,"",NA,"7/9/24","p718-p722 nail in center of rosettes"
"p719","AR_T2.Q1","32","11.5","MS",NA,"",NA,"","R",3,5,0,0,0,4,0,0,"",NA,"7/9/24","p718-p722 nail in center of rosettes"
"p720","AR_T2.Q1","32","12.5","MS",NA,"",NA,"","R",3,4,0,0,0,4,0,0,"",NA,"7/9/24","p718-p722 nail in center of rosettes"
"p721","AR_T2.Q1","34","12.5","MS",NA,"",NA,"","R",2,5,0,0,0,3,0,0,"",NA,"7/9/24","p718-p722 nail in center of rosettes"
"p722","AR_T2.Q1","34","14","MS",NA,"",NA,"","R",3,3,0,0,0,4,0,0,"",NA,"7/9/24","p718-p722 nail in center of rosettes"
"p723","AR_T1.Q1","9.7","13.5","KM",NA,"",NA,"","SO",184,22,0,3,16,23,0,0,"",1,"7/8/24","pregant frt"
"p724","AR_T1.Q1","7","19.5","KM",NA,"",NA,"","FS",227,17,16,8,28,62,6,10,"chew; window",1,"7/8/24","BWR; some frt eaten; pregnant frt"
"p725","AR_T1.Q1","1.5","24","KM",NA,"",NA,"","R",15,12,NA,NA,NA,23,3,5,"chew; window",NA,"7/8/24",""
"p726","AR_T1.Q1","3.9","22","KM",NA,"",NA,"","R",10,9,NA,NA,NA,12,0,0,"",NA,"7/8/24",""
"p727","AR_T1.Q1","4.9","23.5","KM",NA,"",NA,"","FS",131,13,4,3,11,16,0,0,"",NA,"7/8/24",""
"p728","AR_T1.Q1","0.6","21.5","KM",NA,"",NA,"","R",6,4,NA,NA,NA,8,0,0,"",NA,"7/8/24",""
"p729","AR_T1.Q1","1.2","21.4","KM",NA,"",NA,"","R",7,5,NA,NA,NA,9,0,0,"",NA,"7/8/24",""
"p730","AR_T1.Q1","2","39","KM",NA,"",NA,"","R",27,14,NA,NA,NA,14,0,0,"",NA,"7/8/24",""
"p731","AR_T1.Q1","1","47.5","KM",NA,"",NA,"","R",11,8,NA,NA,NA,16,0,0,"",NA,"7/8/24",""
"p732","AR_T1.Q1","19.1","98","MS",NA,"",NA,"","FO",125,19,4,0,7,29,0,0,"",NA,"7/8/24","1 flower gall"
"p733","AR_T1.Q1","12","43","KM",NA,"",NA,"","R",5,3,0,0,0,7,0,0,"",NA,"7/8/24","nail on W side"
"p734","AR_T1.Q1","16","98","MS",NA,"",NA,"","R",5,7,0,0,0,13,0,0,"",NA,"7/8/24",""
"p735","AR_T1.Q1","44.7","2.4","KM",NA,"",NA,"","R",8,6,0,0,0,10,0,0,"",NA,"7/8/24","nail on W side"
"p736","AR_T1.Q1","2.1","53.8","KM",NA,"",NA,"","FS",161,19,9,2,9,27,0,0,"",1,"7/8/24",""
"p737","AR_T1.Q1","3","93","MS",NA,"",NA,"","R",33,18,0,0,0,14,0,0,"",NA,"7/8/24","nail to W"
"p738","AR_T1.Q1","21.5","97.5","MS",NA,"",NA,"","FS",185,24,6,4,7,43,0,0,"",1,"7/8/24",""
"p739","AR_T1.Q1","0.5","55","KM",NA,"",NA,"","R",4,6,0,0,0,11,0,0,"",NA,"7/8/24",""
"p740","AR_T1.Q1","18.5","95","MS",NA,"",NA,"","R",7,5,0,0,0,14,0,0,"",NA,"7/8/24","nail slightly SW"
"p741","AR_T1.Q1","15.5","42.5","KM",NA,"",NA,"","SO",86,24,0,2,NA,24,0,0,"",NA,"7/8/24","FR dried/withered; stalk curled"
"p742","AR_T1.Q1","11.5","52.5","KM",NA,"",NA,"","R",16,17,0,0,0,11,0,0,"",NA,"7/8/24",""
"p743","AR_T1.Q1","5.8","58.5","KM",NA,"",NA,"","R",14,18,0,0,0,12,3,15,"window",NA,"7/8/24","BWR"
"p744","AR_T1.Q1","4.6","60","KM",NA,"",NA,"","R",17,13,0,0,0,13,0,0,"",NA,"7/8/24",""
"p745","AR_T1.Q1","2.5","57.7","KM",NA,"",NA,"","R",14,15,0,0,0,12,0,0,"",NA,"7/8/24",""
"p746","AR_T1.Q1","11","90","MS",NA,"",NA,"","R",5,11,0,0,0,19,0,0,"",NA,"7/8/24",""
"p747","AR_T1.Q1","13","89.5","MS",NA,"",NA,"","R",10,5,0,0,0,14,0,0,"",NA,"7/8/24",""
"p748","AR_T1.Q1","18","90","MS",NA,"",NA,"","R",21,12,0,0,0,22,0,0,"",NA,"7/8/24",""
"p749","AR_T1.Q1","89","10","MS",NA,"",NA,"","FS",131,23,5,3,7,30,1,100,"absent",NA,"7/8/24",""
"p750","AR_T1.Q1","22","40","KM",NA,"",NA,"","R",18,13,0,0,0,9,1,5,"chew",NA,"7/8/24","BWR"
"p751","AR_T1.Q1","20.5","42.5","KM",NA,"",NA,"","FS",105,14,4,1,7,35,0,0,"",NA,"7/8/24",""
"p752","AR_T1.Q1","20.5","44.2","KM",NA,"",NA,"","FO",133,22,17,0,40,57,14,5,"chew",1,"7/8/24",""
"p753","AR_T1.Q1","17.5","47.3","KM",NA,"",NA,"","SO",177,19,0,6,31,19,0,0,"",1,"7/8/24","some FR eaten"
"p754","AR_T1.Q1","12","83","MS",NA,"",NA,"","R",10,14,0,0,0,14,0,0,"",NA,"7/8/24","nail under rock angled"
"p755","AR_T1.Q1","14","84.5","MS",NA,"",NA,"","R",23,17,0,0,0,17,0,0,"",NA,"7/8/24","nail under rock angled; BWR"
"p756","AR_T1.Q1","15.5","88","MS",NA,"",NA,"","FS",115,26,4,3,3,37,1,100,"chew",1,"7/8/24",""
"p757","AR_T1.Q1","22","85","MS",NA,"",NA,"","FS",70,18,4,2,2,22,0,0,"",1,"7/8/24","1 fl gall"
"p758","AR_T1.Q1","23","87","MS",NA,"",NA,"","FO",110,20,6,0,68,33,2,80,"chew",1,"7/8/24",""
"p759","AR_T1.Q1","3.2","67","KM",NA,"",NA,"","R",25,14,0,0,0,14,0,0,"",1,"7/8/24","BWR; p759-p762 nail in common"
"p760","AR_T1.Q1","4.5","68.2","KM",NA,"",NA,"","R",9,4,0,0,0,7,0,0,"",NA,"7/8/24","BWR; p759-p762 nail in common"
"p761","AR_T1.Q1","5","67","KM",NA,"",NA,"","R",16,6,0,0,0,13,0,0,"",NA,"7/8/24","BWR; p759-p762 nail in common"
"p762","AR_T1.Q1","6","67.5","KM",NA,"",NA,"","R",13,9,0,0,0,13,0,0,"",NA,"7/8/24","BWR; p759-p762 nail in common"
"p763","AR_T1.Q1","1.8","70.5","KM",NA,"",NA,"","R",20,16,0,0,0,19,0,0,"",NA,"7/8/24","BWR"
"p764","AR_T1.Q1","5","70.5","KM",NA,"",NA,"","R",16,18,0,0,0,23,0,0,"",NA,"7/8/24","BWR"
"p765","AR_T1.Q1","27.5","95.6","KM",NA,"",NA,"","FS",131,19,5,3,6,39,8,10,"chew",NA,"7/8/24",""
"p766","AR_T1.Q1","34","84","KM",NA,"",NA,"","FS",149,18,4,4,6,40,0,0,"",NA,"7/8/24",""
"p767","AR_T1.Q1","31","81.5","KM",NA,"",NA,"","R",12,17,0,0,0,18,1,5,"chew",NA,"7/8/24",""
"p768","AR_T1.Q1","26.5","76","KM",NA,"",NA,"","B",71,18,3,0,4,41,2,5,"chew",1,"7/8/24","nail to SW"
"p769","AR_T1.Q1","44","93.5","KM",NA,"",NA,"","R",16,10,0,0,0,11,1,5,"chew",NA,"7/8/24","BWR"
"p770","AR_T1.Q1","40.5","84","KM",NA,"",NA,"","R",36,23,0,0,0,30,4,10,"chew; window",NA,"7/8/24","nail to SW"
"p771","AR_T1.Q1","39.5","82","KM",NA,"",NA,"","SO",111,16,0,2,6,36,9,40,"chew",1,"7/8/24","1 fr eaten; nail to SW"
"p772","AR_T1.Q1","26","23","MS",NA,"",NA,"","R",18,14,0,0,0,17,0,0,"",NA,"7/8/24","nail to SW"
"p773","AR_T1.Q1","30","23","MS",NA,"",NA,"","B",20,20,0,0,0,25,0,0,"",NA,"7/8/24","nail 4cm to s; dried out"
"p774","AR_T1.Q1","39","79","KM",NA,"",NA,"","R",11,15,0,0,0,23,2,5,"chew",NA,"7/8/24","BWR"
"p775","AR_T1.Q1","32","21","MS",NA,"",NA,"","R",30,21,0,0,0,22,0,0,"",NA,"7/8/24","nail 4 cm to s; bwr"
"p776","AR_T1.Q1","36","23","MS",NA,"",NA,"","FS",108,18,12,3,22,40,0,0,"",NA,"7/8/24","nail 4 cm S"
"p777","AR_T1.Q1","36","74.5","KM",NA,"",NA,"","FS",155,21,3,4,17,38,0,0,"",NA,"7/8/24","1 tiny black bug on FR"
"p778","AR_T1.Q1","44.5","18","MS",NA,"",NA,"","B",66,20,0,0,0,23,NA,NA,"",NA,"7/8/24","dried out; can't est. damagae; nail 3cm to ne"
"p779","AR_T1.Q1","49","81","KM",NA,"",NA,"","R",25,20,0,0,0,23,6,5,"chew",1,"7/8/24",""
"p780","AR_T1.Q1","48","77","KM",NA,"",NA,"","R",34,45,0,0,0,32,6,5,"",1,"7/8/24",""
"p781","AR_T1.Q1","25","26","MS",NA,"",NA,"","FO",130,23,6,0,45,33,2,90,"chew",NA,"7/8/24",""
"p782","AR_T1.Q1","26","33.5","MS",NA,"",NA,"","R",20,15,0,0,0,12,0,0,"",NA,"7/8/24","p782-p787 1 nail in center (circle of Hell)"
"p783","AR_T1.Q1","28","34","MS",NA,"",NA,"","R",40,26,0,0,0,21,1,5,"",NA,"7/8/24","p782-p787 1 nail in center (circle of Hell)"
"p784","AR_T1.Q1","29","36.5","MS",NA,"",NA,"","FO",40,25,7,0,7,36,0,0,"",1,"7/8/24","p782-p787 1 nail in center (circle of Hell)"
"p785","AR_T1.Q1","27.5","38","MS",NA,"",NA,"","R",22,18,0,0,0,14,0,0,"",NA,"7/8/24","p782-p787 1 nail in center (circle of Hell)"
"p786","AR_T1.Q1","26.5","40","MS",NA,"",NA,"","R",8,10,0,0,0,10,0,0,"",NA,"7/8/24","p782-p787 1 nail in center (circle of Hell)"
"p787","AR_T1.Q1","25","37","MS",NA,"",NA,"","R",10,10,0,0,0,12,2,5,"mining",NA,"7/8/24","p782-p787 1 nail in center (circle of Hell)"
"p788","AR_T1.Q1","64","88","KM",NA,"",NA,"","FS",142,22,6,6,13,38,2,5,"chew",1,"7/8/24","all frt eaten or tiny; nail to w"
"p789","AR_T1.Q1","62","73","KM",NA,"",NA,"","R",24,20,0,0,0,25,0,0,"",1,"7/8/24",""
"p790","AR_T1.Q1","35.5","35","MS",NA,"",NA,"","FO",85,25,5,0,29,26,0,0,"",NA,"7/8/24",""
"p791","AR_T1.Q1","45.5","64","KM",NA,"",NA,"","R",14,13,0,0,0,15,0,0,"",NA,"7/8/24",""
"p792","AR_T1.Q1","46.5","66.5","KM",1,"",NA,"","R",29,20,0,0,0,29,0,0,"",NA,"7/8/24","nail to SW"
"p793","AR_T1.Q1","44.5","65.5","KM",NA,"",NA,"","R",6,9,0,0,0,11,0,0,"",NA,"7/8/24","nail to SE"
"p794","AR_T1.Q1","88","74","KM",NA,"",NA,"","B",68,19,0,0,0,25,0,0,"",NA,"7/8/24","under rock; BWR; nail to SE"
"p795","AR_T1.Q1","73","60","KM",NA,"",NA,"","FS",105,15,4,3,5,31,0,0,"",NA,"7/8/24","2 aborted fr; BWR"
"p796","AR_T1.Q1","43","6.6","CR",NA,"",NA,"","R",11,12,0,0,0,12,0,0,"",NA,"7/8/24","nail is 4 cm S"
"p797","AR_T1.Q1","38","6","CR",NA,"",NA,"","R",11,13,0,0,0,13,0,0,"",NA,"7/8/24",""
"p798","AR_T1.Q1","37","5","CR",NA,"",NA,"","R",7,7,0,0,0,6,0,0,"",NA,"7/8/24",""
"p799","AR_T1.Q1","33.5","3","CR",NA,"",NA,"","R",15,12,0,0,0,6,0,0,"",NA,"7/8/24",""
"p800","AR_T1.Q1","32","1","CR",NA,"",NA,"","B",90,18,8,0,6,38,9,10,"window; chew",1,"7/8/24","n is SE"
"p801","AR_T1.Q1","30.5","64.5","KM",NA,"",NA,"","FS",92,22,3,3,7,25,0,0,"",NA,"7/8/24","n is SE"
"p802","AR_T1.Q1","35.5","62.5","KM",NA,"",NA,"","R",14,12,NA,NA,NA,13,0,0,"",NA,"7/8/24","p802-p803 share a nail"
"p803","AR_T1.Q1","36","61","KM",NA,"",NA,"","R",5,9,NA,NA,NA,9,0,0,"",NA,"7/8/24","p802-p803 share a nail"
"p804","AR_T1.Q1","31","57.5","KM",NA,"",NA,"","R",19,18,NA,NA,NA,16,0,0,"",NA,"7/8/24","nail to e"
"p805","AR_T1.Q1","33.5","17.5","CR",NA,"",NA,"","R",22,22,NA,NA,NA,31,0,0,"",NA,"7/8/24",""
"p806","AR_T1.Q1","34","11","CR",NA,"",NA,"","B",29,21,0,0,NA,21,0,0,"",1,"7/8/24","dried out"
"p807","AR_T1.Q1","31.5","7","CR",NA,"",NA,"","R",10,15,NA,NA,NA,15,0,0,"",NA,"7/8/24","nail to W"
"p808","AR_T1.Q1","49","13","CR",NA,"",NA,"","FS",204,38,6,5,42,33,0,0,"",NA,"7/8/24",""
"p809","AR_T1.Q1","31.5","25.5","CR",NA,"",NA,"","B",30,19,1,0,5,35,0,0,"",NA,"7/8/24","bolting stalk broken off"
"p810","AR_T1.Q1","29.5","30","CR",NA,"",NA,"","R",5,15,NA,NA,NA,12,0,0,"",NA,"7/8/24","dried out"
"p811","AR_T1.Q1","28.5","34","CR",NA,"",NA,"","R",26,24,NA,NA,NA,24,1,5,"chew",NA,"7/8/24","BWR"
"p812","AR_T1.Q1","20.5","28.5","CR",NA,"",NA,"","R",37,20,NA,NA,NA,29,0,0,"",NA,"7/8/24","BWR; lf tips drying out"
"p813","AR_T1.Q1","39","60","KM",NA,"",NA,"","SO",92,29,0,2,3,44,0,0,"",1,"7/8/24","""Gerald""; p813-p814 share a nail"
"p814","AR_T1.Q1","38","58","KM",NA,"",NA,"","B",51,17,0,0,NA,22,2,5,"chew",NA,"7/8/24","p813-p814 share a nail"
"p815","AR_T1.Q1","26","39.5","CR",NA,"",NA,"","B",31,15,NA,NA,NA,25,3,10,"window",NA,"7/8/24","BWR"
"p816","AR_T1.Q1","100","34","KM",NA,"",NA,"","FS",156,26,5,1,3,38,3,20,"chew",1,"7/8/24",""
"p817","AR_T1.Q1","100","37","KM",NA,"",NA,"","FO",181,27,12,0,11,37,0,0,"",1,"7/8/24",""
"p818","AR_T1.Q1","44.5","34.8","CR",NA,"",NA,"","R",17,25,NA,NA,NA,33,0,0,"",NA,"7/8/24",""
"p819","AR_T1.Q1","43","36","CR",NA,"",NA,"","R",5,7,NA,NA,NA,6,0,0,"",NA,"7/8/24","dried out"
"p820","AR_T1.Q1","40.5","40","CR",NA,"",NA,"","R",21,11,NA,NA,NA,21,0,0,"",NA,"7/8/24","BWR"
"p821","AR_T1.Q1","42","47","CR",NA,"",NA,"","R",20,18,NA,NA,NA,22,1,5,"window",NA,"7/8/24","BWR; nail 4cm SSW"
"p822","AR_T1.Q1","82.5","40","KM",NA,"",NA,"","FS",188,17,5,2,4,28,0,0,"",NA,"7/8/24","pregant frt & 1/2 eaten"
"p823","AR_T1.Q1","40.5","48","CR",NA,"",NA,"","FS",95,18,3,2,10,34,1,10,"window",NA,"7/8/24","BWR; nail SE"
"p824","AR_T1.Q1","22","55.5","CR",NA,"",NA,"","R",25,21,NA,NA,NA,24,0,0,"",NA,"7/8/24","BWR; nail 4.5 cm SSW"
"p825","AR_T1.Q1","41","54","CR",NA,"",NA,"","SO",199,18,0,5,20,18,1,10,"chew",1,"7/8/24","nail is NE"
"p826","AR_T1.Q1","80","52","KM",NA,"",NA,"","FS",125,13,4,3,11,18,0,0,"",NA,"7/8/24",""
"p827","AR_T1.Q1","82","49.5","KM",NA,"",NA,"","B",49,14,0,0,0,14,0,0,"",1,"7/8/24",""
"p828","AR_T1.Q2","13","100-20.5","CR",NA,"",NA,"","R",15,9,NA,NA,NA,10,0,0,"",NA,"7/8/24",""
"p829","AR_T1.Q2","43","100-27","CR",NA,"",NA,"","B",56,32,NA,NA,NA,29,1,10,"window",1,"7/8/24",""
"p830","AR_T1.Q2","93.5","100-59.5","KM",NA,"",NA,"","SO",267,19,0,6,41,29,5,40,"chew",NA,"7/8/24",""
"p831","AR_T1.Q2","100","100-38.5","KM",NA,"",NA,"","FO",207,24,8,NA,NA,25,0,0,"",1,"7/8/24","BWR"
"p832","AR_T1.Q2","43","100-27","CR",NA,"",NA,"","R",25,18,NA,NA,NA,16,0,0,"",NA,"7/8/24","nail to W"
"p833","AR_T1.Q2","55","100-21","CR",NA,"",NA,"","R",20,22,NA,NA,NA,20,4,5,"chew; window",NA,"7/8/24","BWR"
"p834","AR_T1.Q2","80","58.5","KM",NA,"",NA,"","FS",292,29,21,15,38,76,12,30,"",1,"7/8/24",""
"p835","AR_T1.Q2","81.5","100-15","CR",NA,"",NA,"","FS",198,40,6,6,12,65,8,30,"chew",1,"7/8/24",""
"p836","AR_T1.Q2","75","100-33.5","CR",NA,"",NA,"","FO",85,32,4,0,3,57,2,5,"window",1,"7/8/24",""
"p837","AR_T1.Q2","66","34","KM",NA,"",NA,"","SO",292,21,0,8,42,33,0,0,"",1,"7/8/24","1 frt eaten"
"p838","AR_T1.Q2","70","54","CR",NA,"",NA,"","FO",93,30,5,0,25,33,2,5,"chew",1,"7/8/24",""
"p839","AR_T1.Q2","65.5","44","KM",NA,"",NA,"","R",13,13,NA,NA,NA,10,0,0,"",NA,"7/8/24",""
"p840","AR_T1.Q2","29","42","CR",NA,"",NA,"","R",15,11,NA,NA,NA,7,0,0,"",NA,"7/8/24",""
"p841","AR_T1.Q2","18.5","32","CR",NA,"",NA,"","FS",224,21,4,6,37,28,0,0,"",NA,"7/8/24","3 eaten fruits"
"p842","AR_T1.Q2","20","1","KM",NA,"",NA,"","FS",181,13,6,3,17,42,0,0,"",NA,"7/8/24","1 eaten frt"
"p843","AR_T1.Q2","3.4","3.5","CR",NA,"",NA,"","SO",172,17,0,5,23,23,0,0,"",NA,"7/8/24",""
"p844","AR_T1.Q2","30","4","KM",NA,"",NA,"","R",10,11,NA,NA,NA,28,0,0,"",NA,"7/8/24",""
"p845","AR_T1.Q2","27","5.5","KM",NA,"",NA,"","R",12,7,NA,NA,NA,8,0,0,"",NA,"7/8/24",""
"p846","AR_T1.Q3","5.5","7.5","CR",NA,"",NA,"","SO",120,30,0,5,8,34,2,5,"chew",1,"7/8/24","BWR"
"p847","AR_T1.Q3","2","41.5","CR",NA,"",NA,"","FS",129,32,1,11,24,54,2,10,"chew",NA,"7/8/24","plus 1 gal"
"p848","AR_T1.Q3","92.5","97","KM",NA,"",NA,"","SO",187,12,NA,15,52,28,0,0,"",NA,"7/8/24","nail is W"
"p849","AR_T1.Q3","93.5","95","KM",NA,"",NA,"","FS",105,13,2,4,20,29,0,0,"",NA,"7/8/24","BWR; nail is NW"
"p850","AR_T1.Q3","100","92","KM",NA,"",NA,"","FS",143,16,6,5,27,24,0,0,"",NA,"7/8/24",""
"p851","AR_T1.Q3","19","42","CR",NA,"",NA,"","R",6,10,NA,NA,NA,9,0,0,"",NA,"7/8/24",""
"p852","AR_T1.Q3","18.5","53","CR",NA,"",NA,"","R",7,9,NA,NA,NA,8,0,0,"",NA,"7/8/24",""
"p853","AR_T1.Q3","24.5","55.2","CR",NA,"",NA,"","SO",114,15,0,5,24,27,0,0,"",NA,"7/8/24",""
"p854","AR_T1.Q3","94.5","100-38.5","KM",NA,"",NA,"","R",33,10,NA,NA,NA,22,0,0,"",NA,"7/8/24",""
"p855","AR_T1.Q3","90","100-53.5","KM",NA,"",NA,"","R",14,14,NA,NA,NA,11,0,0,"",NA,"7/8/24",""
"p856","AR_T1.Q3","33","51","CR",NA,"",NA,"","R",13,21,NA,NA,NA,22,4,20,"chew; window",NA,"7/8/24",""
"p857","AR_T1.Q3","36.5","50.5","CR",NA,"",NA,"","FS",155,20,8,5,42,29,3,20,"chew",NA,"7/8/24","all frts aborted"
"p858","AR_T1.Q3","38","48.5","CR",NA,"",NA,"","R",10,14,NA,NA,NA,12,4,20,"chew",NA,"7/8/24",""
"p859","AR_T1.Q3","92","84","KM",NA,"",NA,"","SO",100,15,0,8,23,29,5,30,"chew; absent",NA,"7/8/24",""
"p860","AR_T1.Q3","95","81","KM",NA,"",NA,"","FO",48,5,6,0,3,12,0,0,"",NA,"7/8/24",""
"p861","AR_T1.Q3","80","100-19","KM",NA,"",NA,"","FS",21,10,5,2,5,12,0,0,"",1,"7/8/24","nail 5cm W"
"p862","AR_T1.Q3","79","100-17","KM",NA,"",NA,"","SO",160,11,0,8,NA,23,3,5,"chew",NA,"7/8/24","nail 5cm W"
"p863","AR_T1.Q3","77","100-14.5","KM",NA,"",NA,"","FS",151,16,9,6,31,NA,NA,NA,"",NA,"7/8/24",""
"p864","AR_T1.Q3","43","53","CR",NA,"",NA,"","SO",499,25,0,7,81,NA,NA,NA,"",1,"7/8/24","seed collected; nail to N"
"p865","AR_T1.Q3","42.3","54.5","CR",1,"",NA,"","R",27,17,NA,NA,NA,10,0,0,"",NA,"7/8/24","BWR; nail to N"
"p866","AR_T1.Q3","100-42.5","14.5","CR",NA,"",NA,"","B",123,18,NA,NA,NA,31,0,0,"",NA,"7/8/24","dried out"
"p867","AR_T1.Q3","100-30.5","13","CR",NA,"",NA,"","R",18,20,NA,NA,NA,25,3,10,"chew",NA,"7/8/24",""
"p868","AR_T1.Q3","100-23","24","CR",NA,"",NA,"","FS",83,43,10,2,17,42,6,10,"chew",NA,"7/8/24",""
"p869","AR_T1.Q3","100-17.5","16.5","CR",NA,"",NA,"","R",13,9,NA,NA,NA,13,4,10,"chew",NA,"7/8/24",""
"p870","AR_T1.Q3","65.5","100","KM",NA,"",NA,"","FS",293,16,4,13,104,24,0,0,"",NA,"7/8/24",""
"p871","AR_T1.Q3","54","98","KM",NA,"",NA,"","FS",247,15,5,10,74,27,0,0,"",NA,"7/8/24",""
"p872","AR_T1.Q3","46.5","98.2","KM",NA,"",NA,"","R",15,10,NA,NA,NA,17,0,0,"",NA,"7/8/24","p872-p873 nail is N"
"p873","AR_T1.Q3","40.5","94.5","KM",NA,"",NA,"","SO",192,14,0,9,47,NA,NA,NA,"",NA,"7/8/24","p872-p873 nail is N"
"p874","AR_T1.Q3","64.5","60.5","CR",NA,"",NA,"","SO",244,23,0,7,52,26,0,0,"",NA,"7/8/24",""
"p875","AR_T1.Q3","60","62.5","CR",NA,"",NA,"","R",11,10,NA,NA,NA,11,0,0,"",NA,"7/8/24",""
"p876","AR_T1.Q3","46.5","85","CR",NA,"",NA,"","SO",287,13,0,9,72,31,0,0,"",NA,"7/8/24","BWR; dired out; seed puuled whoops"
"p877","AR_T1.Q3","43","84.5","KM",NA,"",NA,"","R",41,14,NA,NA,NA,20,1,5,"chew",NA,"7/8/24","BWR"
"p878","AR_T1.Q3","48.5","100-26.5","KM",NA,"",NA,"","R",25,20,NA,NA,NA,20,0,0,"",NA,"7/8/24",""
"p879","AR_T1.Q4","28","1","KM",NA,"",NA,"","SO",202,15,0,6,40,26,0,0," ",NA,"7/8/24","nail to N"
"p880","AR_T1.Q4","37","3","KM",NA,"",NA,"","FS",336,22,5,15,103,49,0,0,"",NA,"7/8/24","nail to N"
"p881","AR_T1.Q4","29","32.5","KM",NA,"",NA,"","FS",40.2,31,14,59,98,NA,NA,NA,"",NA,"7/8/24","BWR"
"p882","AR_T1.Q4","79","40","CR",NA,"",NA,"","R",35,13,NA,NA,NA,9,0,0,"",NA,"7/8/24","BWR"
"p883","AR_T1.Q4","74","72.5","CR",NA,"",NA,"","FS",79,11,1,2,3,18,0,0,"",NA,"7/8/24","drying out"
"p884","AR_T1.Q4","83","97.5","CR",NA,"",NA,"","SO",174,30,0,5,2,45,3,5,"chew; window",1,"7/8/24","BWR; nail 5cm to WSW"
"p885","AR_T1.Q4","41","73.5","KM",NA,"",NA,"","FS",10,20,4,11,15,20,2,5,"chew",NA,"7/8/24",""
"p886","AR_T1.Q4","54","97","CR",NA,"",NA,"","SO",78,19,0,6,20,28,5,15,"chew",1,"7/8/24","BWR"
"p887","AR_T1.Q4","56.5","99","CR",NA,"",NA,"","SO",106,22,0,2,9,35,0,0,"",1,"7/8/24","BWR"
"p888","AR_T2.Q1","4","89","KM",NA,"hyb",NA,"","FS",404,17,4,11,169,22,0,0,"",NA,"7/9/24",""
"p889","AR_T2.Q1","11","17","KM",NA,"str",NA,"","R",21,24,0,0,0,18,0,0,"",NA,"7/9/24","very big dead stalk"
"p890","AR_T2.Q1","17","13.5","KM",NA,"ret/hyb",NA,"","R",13,20,0,0,0,15,7,20,"window; chew",NA,"7/9/24",""
"p891","AR_T2.Q1","30","10","MS",NA,"",NA,"","R",3,4,0,0,0,5,0,0,"",NA,"7/9/24","p891-p895 share a nail"
"p892","AR_T2.Q1","30","18.5","MS",NA,"",NA,"","R",10,7,0,0,0,5,0,0,"",NA,"7/9/24","p891-p895 share a nail"
"p893","AR_T2.Q1","30","18.5","MS",NA,"",NA,"","R",4,5,0,0,0,4,0,0,"",NA,"7/9/24","p891-p895 share a nail"
"p894","AR_T2.Q1","31.5","18","MS",NA,"",NA,"","R",17,18,0,0,0,10,0,0,"",NA,"7/9/24","p891-p895 share a nail"
"p895","AR_T2.Q1","31","18","MS",NA,"",NA,"","R",7,7,0,0,0,4,0,0,"",NA,"7/9/24","p891-p895 share a nail"
"p896","AR_T2.Q1","22.5","1","KM",NA,"hyb",NA,"","SO",294,16,0,3,56,19,3,20,"chew",1,"7/9/24","2 fruits chewd off"
