"ID","Site","y","x.2","Geno","GLS","Obs","s1.2","STG3","H","W","FLN","FRN","FRL","INH","LFN","DLN","AvgPCD","type","TCO","notes","date"
"p565","SO_T3.Q3","16","15.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","BWR",""
"p566","SO_T3.Q3","16","9","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p567","SO_T3.Q3","44.8","6.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p568","SO_T3.Q3","47.5","9.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p569","SO_T3.Q3","75","9","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","nail S 3cm; BWR",""
"p570","SO_T3.Q3","80","5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","nail to W",""
"p571","SO_T3.Q3","80","7","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p572","SO_T3.Q3","44","23","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p573","SO_T3.Q3","44.5","26","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p574","SO_T3.Q3","46.5","27","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p575","SO_T3.Q3","57","26.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p576","SO_T3.Q3","51","33","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","BWR",""
"p577","SO_T3.Q3","53","34","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","BWR",""
"p578","SO_T3.Q3","47","67.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p579","SO_T3.Q3","55.5","60.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p580","SO_T3.Q3","50","84","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p581","SO_T3.Q3","52.5","85","1",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p582","SO_T3.Q3","70.5","75.5","1",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p583","SO_T3.Q4","6.5","50","1",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","1 fl gall",""
"p584","SO_T3.Q4","13","60","1",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","BWR; mutiple TCO",""
"p585","SO_T3.Q4","19","54","1",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p586","SO_T3.Q4","1","68","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p587","SO_T3.Q4","2","67","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","tiny!!!",""
"p588","SO_T3.Q4","1","78","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p589","SO_T3.Q4","39","94","1",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","nail to NW",""
"p590","SO_T3.Q4","55","97","1",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p591","SO_T3.Q4","70","90.8","1",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","nail to the N",""
"p592","SO_T3.Q4","69.5","87","1",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p593","SO_T3.Q5","19.5","34","1",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","BWR; some FR 1/2 dry",""
"p594","SO_T3.Q5","65.5","41","",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","BBWR; some FR 1/2 dry; 1 FL gal",""
"p595","SO_T3.Q5","93.5","34","",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p596","SO_T3.Q5","96","90","1",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p597","SO_T3.Q5","29","94.5","1",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","ros leaves too dry to count",""
"p598","SO_T3.Q6","3","10.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p599","SO_T3.Q6","6.5","63","1",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","fruits aborted",""
"p600","SO_T3.Q6","16.5","62","",NA,"",".SO","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","FR all eaten; 0 fitness",""
"p601","SO_T3.Q6","36","36.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","BWR",""
"p602","SO_T3.Q6","38","37","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p603","SO_T3.Q6","27.5","65","",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p604","SO_T3.Q6","28","67","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p605","SO_T3.Q6","29.5","69","1",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p606","SO_T3.Q6","23","85","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p607","SO_T3.Q6","28","8.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p608","SO_T3.Q6","55.5","44","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p609","SO_T3.Q6","49","47","",NA,"",".B","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","bolting stalk dried out and broke off",""
"p610","SO_T3.Q6","51","49","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p611","SO_T3.Q6","49","57","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p612","SO_T3.Q6","99","25.5","",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p613","SO_T3.Q6","94.5","26.5","",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","leaves dried out; longest FR 10",""
"p614","SO_T3.Q6","49","60.5","1",210,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p615","SO_T3.Q6","43","58","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p616","SO_T3.Q6","51.5","63","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","nail is 4.5 cm to the S",""
"p617","SO_T3.Q6","47","64","1",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","1/2 of leaves are dead",""
"p618","SO_T3.Q6","69","2","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p618 p619 p620 only one nail too close together",""
"p619","SO_T3.Q6","68","3.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p618 p619 p620 only one nail too close together",""
"p620","SO_T3.Q6","66","3","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p618 p619 p620 only one nail too close together",""
"p621","SO_T3.Q6","82","45.5","1",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p622","SO_T3.Q6","76","51","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p623","SO_T3.Q6","81.5","52","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p624","SO_T3.Q6","71","57","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p625","SO_T3.Q6","71","63","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p626","SO_T3.Q6","62","66","1",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p627","SO_T3.Q6","62","82","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p628","SO_T3.Q6","77","77","1",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p629","SO_T3.Q7","60","48","",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p630","SO_T3.Q7","69","46","",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","BWR",""
"p631","SO_T3.Q8","67","41","",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p632","SO_T3.Q8","95","55","",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","BWR; dried leaves",""
"p633","AR_T2.Q1","48","44","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p634","AR_T2.Q1","33","40","1",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p635","AR_T2.Q1","40","39.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p636","AR_T2.Q1","40","40.5","1",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","nail to W; 3 pregant fruits",""
"p637","AR_T2.Q1","48","30","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p637-p643 share same nail",""
"p638","AR_T2.Q1","46.5","31.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p637-p643 share same nail",""
"p639","AR_T2.Q1","45","30","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p637-p643 share same nail",""
"p640","AR_T2.Q1","44","30","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p637-p643 share same nail",""
"p641","AR_T2.Q1","43.5","32","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p637-p643 share same nail",""
"p642","AR_T2.Q1","49","32.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p637-p643 share same nail",""
"p643","AR_T2.Q1","44","34","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p637-p643 share same nail",""
"p644","AR_T2.Q1","41","30.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p645","AR_T2.Q1","37","33","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p645-p646 one nail to the S for both",""
"p646","AR_T2.Q1","37.5","34","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p645-p646 one nail to the S for both",""
"p647","AR_T2.Q1","31","37","1",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","2 flower gals; nail to W",""
"p648","AR_T2.Q1","50","21","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","dead stalk; p648-p649 nail to NW",""
"p649","AR_T2.Q1","49","21","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p648-p649 nail to NW",""
"p650","AR_T2.Q1","40","18.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","nail to NW",""
"p651","AR_T2.Q1","18","45","1",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","collected beetle from fruit",""
"p652","AR_T2.Q1","20","49","1",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p653","AR_T2.Q1","24","32","1",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","dead stalk",""
"p654","AR_T2.Q1","24","35","",212,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p655","AR_T2.Q1","23","35","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p656","AR_T2.Q1","21","35","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p657","AR_T2.Q1","11","45","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p658","AR_T2.Q1","10","46","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p659","AR_T2.Q1","11","50","1",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","BWR",""
"p660","AR_T2.Q1","8","50","1",NA,"",".B","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p661","AR_T2.Q1","2","50","1",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","1 fruit aborted",""
"p662","AR_T2.Q1","13","45","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p663","AR_T2.Q1","4","43","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","dead stalk",""
"p664","AR_T2.Q1","10.5","41","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p665","AR_T2.Q1","18.5","36.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p666","AR_T2.Q1","29","20","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p667","AR_T2.Q1","25","21","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p668","AR_T2.Q1","28","24.5","1",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","dead stalk",""
"p669","AR_T2.Q1","25","24.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p670","AR_T2.Q1","22","20.5","",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","2 dried fruits",""
"p671","AR_T2.Q1","28","20","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p672","AR_T2.Q1","32.5","21","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","old stalk",""
"p673","AR_T2.Q1","36","20","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","on tiny cliff",""
"p674","AR_T2.Q1","3","50.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p675","AR_T2.Q1","9","36","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p675-p676 share a nail",""
"p676","AR_T2.Q1","9","36","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p675-p676 share a nail",""
"p677","AR_T2.Q1","4","39","1",214,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","yellowing lvs",""
"p678","AR_T2.Q1","3.5","23.9","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p678-p680 share one nail to W",""
"p679","AR_T2.Q1","4","23.4","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p678-p680 share one nail to W",""
"p680","AR_T2.Q1","3.8","22.7","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p678-p680 share one nail to W",""
"p681","AR_T2.Q1","10","26.3","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p682","AR_T2.Q1","11","25","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p683","AR_T2.Q1","9.3","23.9","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p684","AR_T2.Q1","26.5","19.2","",NA,"",".SO","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p685","AR_T2.Q1","5","22","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p686","AR_T2.Q1","8","21","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p687","AR_T2.Q1","9","22.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p688","AR_T2.Q1","49","14","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","nail to NW",""
"p689","AR_T2.Q1","42","13","",215,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","nail to W",""
"p690","AR_T2.Q1","13","25.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p691","AR_T2.Q1","13.5","21.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p692","AR_T2.Q1","14","25.6","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p693","AR_T2.Q1","42","6","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p694","AR_T2.Q1","7.8","15","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p694-p699 one nail in a circle at center",""
"p695","AR_T2.Q1","8.1","15.6","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p694-p699 one nail in a circle at center",""
"p696","AR_T2.Q1","9.5","16","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p694-p699 one nail in a circle at center",""
"p697","AR_T2.Q1","9.5","15","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p694-p699 one nail in a circle at center",""
"p698","AR_T2.Q1","9.2","14.2","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p694-p699 one nail in a circle at center",""
"p699","AR_T2.Q1","8.5","14.2","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p694-p699 one nail in a circle at center",""
"p700","AR_T2.Q1","39","5","",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","one fruit absent; nail to W",""
"p701","AR_T2.Q1","39","6","",NA,"",".FO","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","nail to W",""
"p702","AR_T2.Q1","4","16.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p703","AR_T2.Q1","2","17","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p704","AR_T2.Q1","6.5","11","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","nail to N",""
"p705","AR_T2.Q1","7.5","13","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p705-p706 share nail to N",""
"p706","AR_T2.Q1","8","12.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p705-p706 share nail to N",""
"p707","AR_T2.Q1","31","5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p707-p708 share nail to W",""
"p708","AR_T2.Q1","31.5","6","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p707-p708 share nail to W",""
"p709","AR_T2.Q1","34","5.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p710","AR_T2.Q1","32","8.2","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p710-p711 shared nail to W",""
"p711","AR_T2.Q1","32","8.6","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p710-p711 shared nail to W",""
"p712","AR_T2.Q1","6","8","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p712-p713 one nail in between",""
"p713","AR_T2.Q1","7.5","7.8","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p712-p713 one nail in between",""
"p714","AR_T2.Q1","8.5","6.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p714-p717 one nail in middle",""
"p715","AR_T2.Q1","9","8.3","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p714-p717 one nail in middle",""
"p716","AR_T2.Q1","9.5","6.7","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p714-p717 one nail in middle",""
"p717","AR_T2.Q1","10.5","6","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p714-p717 one nail in middle",""
"p718","AR_T2.Q1","34.5","11","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p718-p722 nail in center of rosettes",""
"p719","AR_T2.Q1","32","11.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p718-p722 nail in center of rosettes",""
"p720","AR_T2.Q1","32","12.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p718-p722 nail in center of rosettes",""
"p721","AR_T2.Q1","34","12.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p718-p722 nail in center of rosettes",""
"p722","AR_T2.Q1","34","14","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","p718-p722 nail in center of rosettes",""
"p723","AR_T1.Q1","9.7","13.5","",NA,"",".SO","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","pregant frt",""
"p724","AR_T1.Q1","7","19.5","",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","BWR; some frt eaten; pregnant frt",""
"p725","AR_T1.Q1","1.5","24","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p726","AR_T1.Q1","3.9","22","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p727","AR_T1.Q1","4.9","23.5","",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p728","AR_T1.Q1","0.6","21.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p729","AR_T1.Q1","1.2","21.4","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p730","AR_T1.Q1","2","39","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p731","AR_T1.Q1","1","47.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p732","AR_T1.Q1","19.1","98","",NA,"",".FO","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","1 flower gall",""
"p733","AR_T1.Q1","12","43","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","nail on W side",""
"p734","AR_T1.Q1","16","98","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p735","AR_T1.Q1","44.7","2.4","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","nail on W side",""
"p736","AR_T1.Q1","2.1","53.8","",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p737","AR_T1.Q1","3","93","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","nail to W",""
"p738","AR_T1.Q1","21.5","97.5","",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p739","AR_T1.Q1","0.5","55","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p740","AR_T1.Q1","18.5","95","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","nail slightly SW",""
"p741","AR_T1.Q1","15.5","42.5","",NA,"",".SO","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","FR dried/withered; stalk curled",""
"p742","AR_T1.Q1","11.5","52.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p743","AR_T1.Q1","5.8","58.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","BWR",""
"p744","AR_T1.Q1","4.6","60","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p745","AR_T1.Q1","2.5","57.7","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p746","AR_T1.Q1","11","90","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p747","AR_T1.Q1","13","89.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p748","AR_T1.Q1","18","90","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p749","AR_T1.Q1","89","10","",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p750","AR_T1.Q1","22","40","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","BWR",""
"p751","AR_T1.Q1","20.5","42.5","",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p752","AR_T1.Q1","20.5","44.2","",NA,"",".FO","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p753","AR_T1.Q1","17.5","47.3","",NA,"",".SO","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","some FR eaten",""
"p754","AR_T1.Q1","12","83","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","nail under rock angled",""
"p755","AR_T1.Q1","14","84.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","nail under rock angled; BWR",""
"p756","AR_T1.Q1","15.5","88","",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p757","AR_T1.Q1","22","85","",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","1 fl gall",""
"p758","AR_T1.Q1","23","87","",NA,"",".FO","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p759","AR_T1.Q1","3.2","67","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","BWR; p759-p762 nail in common",""
"p760","AR_T1.Q1","4.5","68.2","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","BWR; p759-p762 nail in common",""
"p761","AR_T1.Q1","5","67","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","BWR; p759-p762 nail in common",""
"p762","AR_T1.Q1","6","67.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","BWR; p759-p762 nail in common",""
"p763","AR_T1.Q1","1.8","70.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","BWR",""
"p764","AR_T1.Q1","5","70.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","BWR",""
"p765","AR_T1.Q1","27.5","95.6","",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p766","AR_T1.Q1","34","84","",NA,"",".FS","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p767","AR_T1.Q1","31","81.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",""
"p768","AR_T1.Q1","26.5","76","",NA,"",".B","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","nail to SW",""
"p769","AR_T1.Q1","44","93.5","",NA,"",".R","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","BWR",""
